%time,field.header.seq,field.header.stamp,field.header.frame_id,field.jerk_body0,field.jerk_body1,field.jerk_body2,field.thrust,field.yaw_rate,field.ang_velocity0,field.ang_velocity1,field.ang_velocity2,field.state_curr0,field.state_curr1,field.state_curr2,field.state_curr3,field.state_curr4,field.state_curr5,field.state_curr6,field.state_curr7,field.state_curr8,field.state_pred0,field.state_pred1,field.state_pred2,field.state_pred3,field.state_pred4,field.state_pred5,field.state_pred6,field.state_pred7,field.state_pred8,field.active
1613536161582156568,10,1613536161581900056,,0.0,0.0,0.0,0.31392000000000003,0.0,0.0,-0.0,0.0,-0.6015880354291163,-0.8585327914461233,0.027737266482148467,0.00011024599051101124,-6.097053935403421e-05,-0.0001255451350742419,0.0003343170986373676,-0.0003377879494166036,-0.000597121007966225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1613536161684422185,11,1613536161684127830,,0.0,0.0,0.0,0.31392000000000003,0.0,0.0,-0.0,0.0,-0.6015861269724428,-0.8585235533501236,0.02773999369980709,0.00011264212043460643,4.5117753874683825e-05,-7.315814631329833e-06,0.0006246306285168667,0.00018759511683650793,0.00027171263756181445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1613536161788394818,12,1613536161788152674,,0.0,0.0,0.0,0.31392000000000003,0.0,0.0,-0.0,0.0,-0.6015905352636175,-0.8585360125186956,0.02774790288578856,-1.6262874492861244e-05,-0.0001267565705543884,0.00010293775486280903,-0.0003262985543257632,-0.0008240250139790607,0.0007203407908356482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1613536161890411324,13,1613536161890177094,,0.0,0.0,0.0,0.31392000000000003,0.0,0.0,-0.0,0.0,-0.6015930992240682,-0.8585318139126209,0.02774298733398473,-2.3857325346467237e-05,5.625661882365353e-05,-4.83052360554624e-05,-5.483576017631275e-05,0.0008465033626447984,-0.0006022118046309973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1613536161992192076,14,1613536161991946731,,0.0,0.0,0.0,0.31392000000000003,0.0,0.0,-0.0,0.0,-0.6016085794302689,-0.8585270092312507,0.027746951436828943,-0.0002244901263149403,5.2823431138116784e-05,3.2299522579248846e-05,-0.001431333805120856,0.00016385383743230996,0.00026059255996971125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1613536162094352442,15,1613536162094112959,,0.0,0.0,0.0,0.31392000000000003,0.0,0.0,-0.0,0.0,-0.6015992722672171,-0.8585313988823653,0.02774371800984318,-1.3521825900893158e-05,-2.5448144391560074e-05,-1.9451597710601303e-05,0.00015240367552787042,-0.00027077548520149845,-0.00010631402429103502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1613536162196146635,16,1613536162195937030,,0.0,0.0,0.0,0.31392000000000003,0.0,0.0,-0.0,0.0,-0.6016055190828739,-0.8585361951900361,0.027754161714456185,-7.28305541936351e-05,-0.00011220616253926962,0.00011586881606850426,-0.00028221585832241525,-0.0008866847528066125,0.0006994078447883557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1613536162298216336,17,1613536162297967855,,0.0,0.0,0.0,0.31392000000000003,0.0,0.0,-0.0,0.0,-0.6015916763348759,-0.8585271914205994,0.027742017569454405,9.283102960600927e-05,2.3726690301011613e-05,-4.2814517492451845e-05,0.0005178251255594956,0.0001174300779443903,-0.00018050428826444503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1613536162402523550,18,1613536162402173152,,0.0,0.0,0.0,0.31392000000000003,0.0,0.0,-0.0,0.0,-0.6016230216855789,-0.8585283062514751,0.02777556172113126,-0.0003471085459017145,-1.8114040667626225e-05,0.0003900056361931973,-0.0022766077877379685,-0.00024454525054648697,0.0024189180117526843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1613536162504462546,19,1613536162504048541,,0.0,0.0,0.0,0.31392000000000003,0.0,0.0,-0.0,0.0,-0.6016000521786548,-0.8585336582240596,0.027744801934179112,8.615489791773285e-05,-9.56962499300363e-05,-0.0001563490343105734,0.0008779505480817159,-0.0006867884981409961,-0.0013739990497644858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1613536162604315067,20,1613536162604031063,,0.0,0.0,0.0,0.31392000000000003,0.0,0.0,-0.0,0.0,-0.6015884561877072,-0.8585237405162223,0.027738129086969994,0.00012617591097873463,7.626771631306632e-05,-0.00013114370426784648,0.0004178040984240302,0.000603354473577847,-0.0005357702742376908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1613536162706415676,21,1613536162706192626,,0.0,0.0,0.0,0.31392000000000003,0.0,0.0,-0.0,0.0,-0.6015990052504512,-0.8585339396877796,0.027750206584808135,-7.987361427879623e-05,-4.8279777106817335e-05,2.645527310515253e-05,-0.0007954219338918973,-0.00015917599771655603,8.542887916027442e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1613536162810364949,22,1613536162810064545,,0.0,0.0,0.0,0.31392000000000003,0.0,0.0,-0.0,0.0,-0.6015978906908693,-0.8585368017820928,0.027750793129066607,-4.625006699033283e-05,-4.865623222006249e-05,4.0518057163097695e-05,-0.0003047347090041804,-0.00013125845158454757,0.00026025715356793285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1613536162912480160,23,1613536162912225633,,0.0,0.0,0.0,0.31392000000000003,0.0,0.0,-0.0,0.0,-0.6016088950845377,-0.8585300389002963,0.027765862467421878,9.542251875702918e-06,5.028183066014187e-05,4.16195609796384e-05,0.0009863258705916735,0.00033018465378759445,-0.0006103737003286471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1613536163016114465,24,1613536163015959878,,0.0,0.0,0.0,0.31392000000000003,0.0,0.0,-0.0,0.0,-0.6015893760044806,-0.858525716968114,0.02773594063300445,0.000287098743120204,2.6513432126762252e-05,-0.0002997133078672451,0.0020513427342663914,-0.00014764408117081426,-0.001769696596020249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1613536163118646590,25,1613536163118404694,,0.0,0.0,0.0,0.31392000000000003,0.0,0.0,-0.0,0.0,-0.6015891615202255,-0.858524881941304,0.027744913610248757,8.409317212015531e-05,9.020147581273869e-06,4.8355367609723546e-05,-0.00012284069431383324,-9.793775281386896e-05,0.0011574726795505034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1613536163218510861,26,1613536163218188453,,0.0,0.0,0.0,0.31392000000000003,0.0,0.0,-0.0,0.0,-0.6016020052362904,-0.8585285452279392,0.027758399978422797,-0.0001253626816248207,-2.577859384067279e-05,0.00018728736129829186,-0.0010512961557556009,-0.00011018589122139074,0.0012320577987825739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1613536163320231037,27,1613536163319981507,,0.0,0.0,0.0,0.31392000000000003,0.0,0.0,-0.0,0.0,-0.6015984662382943,-0.8585231801030477,0.02774604485769094,-4.479569030448898e-06,5.764251495668108e-05,-9.729725552279226e-05,0.000161507393026884,0.00043578270195037734,-0.001071167217140522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1613536163424150596,28,1613536163423894644,,0.0,0.0,0.0,0.31392000000000003,0.0,0.0,-0.0,0.0,-0.601595109781675,-0.858518901088753,0.027744339334203196,2.9605097332687342e-05,5.4211072332763714e-05,-7.567875203856128e-05,0.0001816815899560936,0.00017082117924057825,-0.00045434996276134677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1613536163526389895,29,1613536163525930280,,0.0,0.0,0.0,0.31392000000000003,0.0,0.0,-0.0,0.0,-0.6015946345586196,-0.8585201282584964,0.027745606347098013,9.051082680939308e-06,9.234362384816296e-07,-9.440540596614156e-06,-4.4060870396677105e-05,-0.0001585474223816426,9.78153537695468e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1613536163630294646,30,1613536163629971424,,0.0,0.0,0.0,0.31392000000000003,0.0,0.0,-0.0,0.0,-0.6016004355329517,-0.8585257537454472,0.027759975073447962,7.752384529076633e-06,-3.7028213801902925e-05,7.762759599690501e-05,0.0004194387394431755,-0.00011118737141096453,4.3897736943422664e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1613536163730256377,31,1613536163729969770,,0.0,0.0,0.0,0.31392000000000003,0.0,0.0,-0.0,0.0,-0.601598380044711,-0.8585290413051543,0.02776300972628126,5.406787499571063e-05,-3.0776393556509394e-05,2.6370392700961633e-05,0.0005212916064371909,-6.323045558658453e-06,-0.00027547537783415504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1613536163832265259,32,1613536163832036002,,0.0,0.0,0.0,0.31392000000000003,0.0,0.0,-0.0,0.0,-0.6016051866491231,-0.8585285220905206,0.02776021728071668,-4.2515500380810824e-05,3.040033919740924e-06,-2.3874611887160107e-05,-0.00021389838014993398,0.00016187335505527737,-0.0002807397466426276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1613536163934231827,33,1613536163934017406,,0.0,0.0,0.0,0.31392000000000003,0.0,0.0,-0.0,0.0,-0.6016004704640696,-0.8585199538542847,0.027752797392175822,6.126033897509648e-05,8.955657816678326e-05,-7.509020978608225e-05,0.0005497780830771864,0.0004889070087986122,-0.0003101701080017249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1613536164037765121,34,1613536164037618788,,0.0,0.0,0.0,0.31392000000000003,0.0,0.0,-0.0,0.0,-0.6016118542013739,-0.8585310818092875,0.027755877139503487,-0.00011029143340197683,-0.0001308131413561539,5.083031857078034e-05,-0.0007887153742545401,-0.0012038544904755706,0.0007559803945178082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1613536164140600136,35,1613536164140092820,,0.0,0.0,0.0,0.31392000000000003,0.0,0.0,-0.0,0.0,-0.6016128378152102,-0.8585305332593594,0.027762587393430006,-3.213934794565519e-05,-5.26640319801027e-05,0.00010446468148141463,0.00010645836829579724,-0.00018324572873533606,0.0006510507808155196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1613536164244077145,36,1613536164243814249,,0.0,0.0,0.0,0.31392000000000003,0.0,0.0,-0.0,0.0,-0.6016401743031805,-0.8585260729114899,0.0277979690289269,-0.00040268171516757246,6.8934893230403514e-06,0.0004725312872573757,-0.0026712905257851166,1.4863371252458542e-05,0.00273759757638046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1613536164342475292,37,1613536164342090241,,0.0,0.0,0.0,0.31392000000000003,0.0,0.0,-0.0,0.0,-0.6016130288175484,-0.8585319023137167,0.027761987586559345,0.0001164105456050959,-6.993466492998822e-05,-0.00020857189599667402,0.0012157993854525115,-0.0004285337150369232,-0.002043221962381583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1613536164445871931,38,1613536164445629410,,0.0,0.0,0.0,0.31392000000000003,0.0,0.0,-0.0,0.0,-0.6016114604020668,-0.8585303280202896,0.027761186189487162,0.0001403912492622169,-5.3436840912128325e-06,-0.00015265853044096311,0.0010451634013895126,8.648654147138861e-05,-0.0009363233482514552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1613536164548089276,39,1613536164547873307,,0.0,0.0,0.0,0.31392000000000003,0.0,0.0,-0.0,0.0,-0.601610300634848,-0.8585206877157258,0.02775722702981558,2.365553479707583e-05,7.74729198323283e-05,-4.693812606702164e-05,-0.000298661485655579,0.00033779962876598867,0.0002785902470086169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1613536164651982594,40,1613536164651807787,,0.0,0.0,0.0,0.31392000000000003,0.0,0.0,-0.0,0.0,-0.6016076176961146,-0.8585299921101844,0.027772452016213253,5.0327802408765315e-05,-2.4272151731322935e-05,0.00010224789897867359,0.00023105264225960637,-4.645623248473435e-05,0.0004900707885980949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1613536164754037295,41,1613536164753849529,,0.0,0.0,0.0,0.31392000000000003,0.0,0.0,-0.0,0.0,-0.6016122092980215,-0.858526934572468,0.027775636799594054,3.654503939478599e-05,7.549653784549191e-05,-6.398080236288587e-05,0.0005618855957280693,0.000805280517467475,-0.001358632835684313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1613536164853916071,42,1613536164853733419,,0.0,0.0,0.0,0.31392000000000003,0.0,0.0,-0.0,0.0,-0.6016053016305296,-0.8585232658123612,0.02776821208936962,6.855876255989178e-05,6.603731761891346e-05,-0.00010326577903681673,0.000286743002611298,0.0003040228822608318,-0.0006088006296855226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1613536164955796100,43,1613536164955653665,,0.0,0.0,0.0,0.31392000000000003,0.0,0.0,-0.0,0.0,-0.6016072944877163,-0.8585242319723582,0.02776600551720752,-5.579235429809742e-05,-2.852400998101859e-05,9.420257667234637e-06,-0.0008017889433503033,-0.000576036186124285,0.0006664743754284969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1613536165060671718,44,1613536165060399438,,0.0,0.0,0.0,0.31392000000000003,0.0,0.0,-0.0,0.0,-0.6016121865115729,-0.8585332938748707,0.02777122239526399,-7.974246078438861e-05,-0.0001361446264289784,0.0001211188412464198,-0.0004854243854698311,-0.0009635335631205462,0.00114977728968984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1613536165162461508,45,1613536165162244277,,0.0,0.0,0.0,0.31392000000000003,0.0,0.0,-0.0,0.0,-0.6016177237420519,-0.8585390389947508,0.02777832744578707,-8.681447802262403e-05,-0.00012677359681377456,0.0002016561033630288,-0.00031138492804082,-0.0005603571354145723,0.0014267718115227386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1613536165266481450,46,1613536165266213497,,0.0,0.0,0.0,0.31392000000000003,0.0,0.0,-0.0,0.0,-0.6016050374911428,-0.8585176059332267,0.027757156906457532,0.0001358603037074747,0.00017468449872665677,-0.000131178309035334,0.001131743926498719,0.0011824095035040242,-0.0009053665499545065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1613536165368257902,47,1613536165367998983,,0.0,0.0,0.0,0.31392000000000003,0.0,0.0,-0.0,0.0,-0.6016133160001217,-0.8585250282431087,0.027768930875930988,-4.286575684242901e-05,-1.4825776322498251e-05,6.089091571588762e-05,-0.0004187445931547574,-0.00030520632989350073,0.00040273364207546296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1613536165468050028,48,1613536165467842723,,0.0,0.0,0.0,0.31392000000000003,0.0,0.0,-0.0,0.0,-0.6016136551451785,-0.8585247033885713,0.027765319882938906,-1.3156116582518366e-05,2.7457009916783674e-05,-4.350784499374329e-05,4.625980570032669e-05,0.00037385448807763144,-0.0005799316724302598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1613536165570236726,49,1613536165569988545,,0.0,0.0,0.0,0.31392000000000003,0.0,0.0,-0.0,0.0,-0.6016080844704009,-0.8585189808560294,0.027762533552024383,6.259779934708495e-05,0.00010576440079092021,-9.110075421972811e-05,0.00040389294259214284,0.000745173362918698,-0.0007072394909678197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1613536165673962345,50,1613536165673737063,,0.0,0.0,0.0,0.31392000000000003,0.0,0.0,-0.0,0.0,-0.6016089212578442,-0.8585176134427462,0.02776698755026838,4.949634270663349e-05,0.00010534847622658981,-1.6727563655327866e-06,0.00036496537662082456,0.0007076417301826743,4.746061758240715e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1613536165776134090,51,1613536165775897478,,0.0,0.0,0.0,0.31392000000000003,0.0,0.0,-0.0,0.0,-0.6016064132657704,-0.8585200466222834,0.027760971770741695,9.303429952347952e-05,5.527179963404372e-05,-6.923974810191998e-05,0.0007041441198985489,0.0003403189969229169,-0.0003105102654758906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1613536165880288735,52,1613536165880002570,,0.0,0.0,0.0,0.31392000000000003,0.0,0.0,-0.0,0.0,-0.6016217008914873,-0.8585150161638516,0.02777144950547454,-5.551220844563365e-05,5.40368835889201e-05,4.9273782048529275e-05,7.488611928327973e-05,0.00012116983745347582,0.00010905728244184774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1613536165980259781,53,1613536165980028659,,0.0,0.0,0.0,0.31392000000000003,0.0,0.0,-0.0,0.0,-0.6016131217654597,-0.858522481765155,0.02775772486153253,4.074698859020991e-05,-8.04164874457106e-05,-8.862892843662187e-05,0.0002358406100763535,-0.0007191675654915038,-0.00036433016423739783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1613536166082171352,54,1613536166081947621,,0.0,0.0,0.0,0.31392000000000003,0.0,0.0,-0.0,0.0,-0.6016101174889585,-0.8585080139207752,0.0277402070226579,-1.3445624899313245e-05,8.545587240530068e-05,-0.0001857221303676989,-0.000495782291004881,0.000337094247657088,-0.000654770316204708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1613536166184648184,55,1613536166184270072,,0.0,0.0,0.0,0.31392000000000003,0.0,0.0,-0.0,0.0,-0.6016305747990963,-0.8585107185986259,0.027757002299995934,-0.00027257329857054347,-3.302147932834866e-06,0.00014495488491124176,-0.0018187314896169005,-0.00021964186895468405,0.001395858196759322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1613536166288334458,56,1613536166288037176,,0.0,0.0,0.0,0.31392000000000003,0.0,0.0,-0.0,0.0,-0.6016092444505023,-0.8585163925124875,0.027754483131650215,0.00013446637423223057,-6.0767040430886737e-05,4.7009700213631255e-05,0.0012288846992808548,-0.000331248057403401,0.00018964013944585943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1613536166390179019,57,1613536166389954466,,0.0,0.0,0.0,0.31392000000000003,0.0,0.0,-0.0,0.0,-0.6016120332034405,-0.8585288334093608,0.027769014476128888,2.7964639147076026e-05,-0.000141584762251558,0.00014690867631754698,5.417387720582323e-05,-0.0005798802194321145,0.0005474514003631151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1613536166493737791,58,1613536166493589139,,0.0,0.0,0.0,0.31392000000000003,0.0,0.0,-0.0,0.0,-0.6016052070422971,-0.8585259048444894,0.027755336567009264,7.673094072775767e-05,-5.5444198102152526e-06,-0.00012962831710474428,0.0003153464637049035,0.0003307414180565267,-0.001226235897383514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1613536166593642143,59,1613536166593520784,,0.0,0.0,0.0,0.31392000000000003,0.0,0.0,-0.0,0.0,-0.6016132844221198,-0.8585305169652999,0.02776243900784459,-5.633808699344544e-05,-2.8088962828955463e-05,-2.4519991576219537e-05,-0.0004711078328004498,4.2520449774292984e-05,-0.00026431848101177765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1613536166695698062,60,1613536166695560846,,0.0,0.0,0.0,0.31392000000000003,0.0,0.0,-0.0,0.0,-0.6016121813482922,-0.858522073398717,0.027757814166283163,-1.5225515935089079e-05,0.00010024986722443461,-0.00010487640223483121,-6.6376766062265e-05,0.000728882378469211,-0.000802190071377171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1613536166798030243,61,1613536166797872506,,0.0,0.0,0.0,0.31392000000000003,0.0,0.0,-0.0,0.0,-0.6016073653527769,-0.8585270109042035,0.02775976430832989,3.1305717179186195e-05,3.559395845668511e-06,-4.933931987423303e-05,0.0001352800061555651,1.9347138950762114e-05,-0.0003375878578364296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1613536166902422469,62,1613536166902155483,,0.0,0.0,0.0,0.31392000000000003,0.0,0.0,-0.0,0.0,-0.6016077528721728,-0.8585232872911208,0.02776665449728114,-1.0915787545491936e-05,1.3594409031446221e-05,8.98408153896035e-05,-0.00022652500143841486,-6.466551306746524e-05,0.0007445076450835601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1613536167004167090,63,1613536167003924096,,0.0,0.0,0.0,0.31392000000000003,0.0,0.0,-0.0,0.0,-0.6015978599442736,-0.8585183838348117,0.027761742841137672,6.901762805758738e-05,1.5616985786126998e-05,4.992951820323693e-06,0.00016186707561756633,-0.00020859688590654747,2.4702701707622464e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1613536167104253247,64,1613536167103951507,,0.0,0.0,0.0,0.31392000000000003,0.0,0.0,-0.0,0.0,-0.6016204070634126,-0.8585362694234876,0.027768153697857068,-0.0001434633600000098,-0.00015789269472869365,1.0246863516718372e-05,-0.00046252663270590367,-0.0007683694341202296,-0.00037217962287100476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1613536167206199221,65,1613536167205978882,,0.0,0.0,0.0,0.31392000000000003,0.0,0.0,-0.0,0.0,-0.6016083474427855,-0.8585244590106447,0.027757076649181922,9.242366091614276e-05,7.115533568831577e-05,-9.983180877819405e-05,0.0009410045739472218,0.0007382408013984183,-0.0005868098661726669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1613536167313808110,66,1613536167310033054,,0.0,0.0,0.0,0.31392000000000003,0.0,0.0,-0.0,0.0,-0.6016080707549775,-0.8585251758760845,0.027757003784151035,3.282657350873273e-05,2.4649275707416587e-05,-4.260630849212429e-05,8.554056838555994e-05,0.0001305523991675649,-0.00011288955062581125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1613536167412069140,67,1613536167411828976,,0.0,0.0,0.0,0.31392000000000003,0.0,0.0,-0.0,0.0,-0.6016119977541865,-0.8585257756950835,0.027761537883899384,-1.298229176946216e-06,-1.9917029521645917e-05,-1.0383604721080414e-05,7.500860789991375e-05,-0.00028541302999414675,-0.00024649942175083165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1613536167515990990,68,1613536167515760465,,0.0,0.0,0.0,0.31392000000000003,0.0,0.0,-0.0,0.0,-0.6016074279550218,-0.8585251245598796,0.02775619927310331,1.5206267992585043e-05,-1.4751278899818865e-05,-7.732680193785962e-05,-0.00013714977609496253,-0.000195621108917392,-0.000492743673631567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1613536167618146514,69,1613536167617907887,,0.0,0.0,0.0,0.31392000000000003,0.0,0.0,-0.0,0.0,-0.6016054882858911,-0.8585220193565664,0.027752353851067776,-2.2991296993469792e-05,9.237067506193154e-06,-2.805140150509952e-05,-0.0004863362176822092,-4.940461587734096e-05,0.00018907946695834657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1613536167718190520,70,1613536167717983801,,0.0,0.0,0.0,0.31392000000000003,0.0,0.0,-0.0,0.0,-0.6016122743963759,-0.8585300326976576,0.02777350472400898,-8.375300608809462e-05,-6.07942740592429e-05,0.00023637475278998345,-0.0005038129104499986,-0.00022865638574695617,0.0015236031681921277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
